identifier,file,description,date,title,publisher,language,mediatype,eprintid,subject[0],subject[1],subject[2],subject[3],subject[4],subject[5],subject[6],creator[0],creator[1],division[0],division[1],copyright_holder[0],collection
mmu-eprint-11247,"D:\Exam paper\Exam paper 5\id\eprint\11247\1\PEM 0024 - Essentials of Microeconomics.pdf","Trimester 3 2022/2023","2023-10-02","PEM 0024 - Essentials of Microeconomics",,eng,texts,11247,HB,,,,,,,"Foundation Studies and Extension Education, FOSEE",,FOSEE,,,opensource
mmu-eprint-11239,"D:\Exam paper\Exam paper 5\id\eprint\11239\1\PMA 0064 - Essentials of Management Accounting.pdf","Trimester 3 2022/2023","2023-10-02","PMA 0064 - Essentials of Management Accounting",,eng,texts,11239,HF,HF5601,,,,,,"Foundation Studies and Extension Education, FOSEE",,FOSEE,,,opensource
mmu-eprint-11244,"D:\Exam paper\Exam paper 5\id\eprint\11244\1\PMT 0101 - Mathematics I.pdf","Trimester 3 2022/2023","2023-10-02","PMT 0101 - Mathematics I",,eng,texts,11244,QA,,,,,,,"Foundation Studies and Extension Education, FOSEE",,FOSEE,,,opensource
mmu-eprint-11243,"D:\Exam paper\Exam paper 5\id\eprint\11243\1\PMT 0301 - Mathematics III.pdf","Trimester 3 2022/2023","2023-10-02","PMT 0301 - Mathematics III",,eng,texts,11243,QA,,,,,,,"Foundation Studies and Extension Education, FOSEE",,FOSEE,,,opensource
mmu-eprint-11238,"D:\Exam paper\Exam paper 5\id\eprint\11238\1\PTH 0016 - Modern Physiscs and Thermodynamics.pdf","Trimester 3 2022/2023","2023-10-02","PTH 0016 - Modern Physics and Thermodynamics",,eng,texts,11238,QC,,,,,,,"Foundation Studies and Extension Education, FOSEE",,FOSEE,,,opensource
mmu-eprint-11225,"D:\Exam paper\Exam paper 5\id\eprint\11225\1\ERM 2136 - Linear Systems and Signals.pdf","Trimester 3 2022/2023","2023-09-05","ERM 2136 - Linear Systems and Signals",,eng,texts,11225,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-11241,"D:\Exam paper\Exam paper 5\id\eprint\11241\1\ERE 1236 - Analog Electronics.pdf","Trimester 3 2022/2023","2023-09-03","ERE 1236 - Analog Electronics",,eng,texts,11241,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-11015,"D:\Exam paper\Exam paper 5\id\eprint\11015\1\DFN 5124.pdf","Trimester 2 2022/2023","2023-07-14","DFN 5124 - Fundamentals of Finance",,eng,texts,11015,HD,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-11007,"D:\Exam paper\Exam paper 5\id\eprint\11007\1\DSN 5201.pdf","Trimester 2 2022/2023","2023-07-14","DSN 5201 - Data Communications And Networking",,eng,texts,11007,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10916,"D:\Exam paper\Exam paper 5\id\eprint\10916\1\EEE 7296.pdf","TRIMESTER 2, 2022/2023","2023-07-14","EEE 7296 - Energy Monitoring and Auditing",,eng,texts,10916,HF,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10999,"D:\Exam paper\Exam paper 5\id\eprint\10999\1\EEL 1166.pdf","Trimester 2 2022/2023","2023-07-14","EEL 1166 -  Circuit Theory",,eng,texts,10999,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-11006,"D:\Exam paper\Exam paper 5\id\eprint\11006\1\EEL 2026.pdf","Trimester 2 2022/2023","2023-07-14","EEL 2026 - Power Transmission And Distribution",,eng,texts,11006,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-11001,"D:\Exam paper\Exam paper 5\id\eprint\11001\1\EMF 3066.pdf","Trimester 2 2022/2023","2023-07-14","EMF 3066 - Antenna And Propagation",,eng,texts,11001,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-11005,"D:\Exam paper\Exam paper 5\id\eprint\11005\1\ERL 1036.pdf","Trimester 2 2022/2023","2023-07-14","ERL 1036 - Electrical Circuits",,eng,texts,11005,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-11011,"D:\Exam paper\Exam paper 5\id\eprint\11011\1\PCM 0016.pdf","Trimester 2 2022/2023","2023-07-14","PCM 0016 - Chemistry",,eng,texts,11011,QD,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-11013,"D:\Exam paper\Exam paper 5\id\eprint\11013\1\BAC 1074.pdf","Trimester 2 2022/2023","2023-07-14","BAC 1074 - Ethics And Governance",,eng,texts,11013,BJ,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-11003,"D:\Exam paper\Exam paper 5\id\eprint\11003\1\BBS 2044.pdf","Trimester 2 2022/2023","2023-07-14","BBS 2044 - Business And Society",,eng,texts,11003,HD28,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-11002,"D:\Exam paper\Exam paper 5\id\eprint\11002\1\BEA 2074.pdf","Trimester 2 2022/2023","2023-07-14","BEA 2074 - Enterprise Architecture",,eng,texts,11002,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-11014,"D:\Exam paper\Exam paper 5\id\eprint\11014\1\BEC 1624.pdf","Trimester 2 2022/2023","2023-07-14","BEC 1624 - Macroeconomics",,eng,texts,11014,HB,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-11004,"D:\Exam paper\Exam paper 5\id\eprint\11004\1\BER 2094.pdf","Trimester 2 2022/2023","2023-07-14","BER 2094 - Environmental & Resources Economics",,eng,texts,11004,HC,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-11000,"D:\Exam paper\Exam paper 5\id\eprint\11000\1\BFN 3174.pdf","Trimester 2 2022/20233","2023-07-14","BFN 3174 - Financial Modelling",,eng,texts,11000,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-11010,"D:\Exam paper\Exam paper 5\id\eprint\11010\1\BIM 3024.pdf","Trimester 2 2022/2023","2023-07-14","BIM 3024 - Erp Implementation",,eng,texts,11010,T1,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-11009,"D:\Exam paper\Exam paper 5\id\eprint\11009\1\BMK 2144.pdf","Trimester 2 2022/2023","2023-07-14","BMK 2144 -  Integrated Marketing Communication",,eng,texts,11009,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-11008,"D:\Exam paper\Exam paper 5\id\eprint\11008\1\BMK 3154.pdf","Trimester 2 2022/2023","2023-07-14","BMK 3154 - Seminar In Web Marketing",,eng,texts,11008,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-11012,"D:\Exam paper\Exam paper 5\id\eprint\11012\1\BSM 3614.pdf","Trimester 2 2022/2023","2023-07-14","BSM 3614 - Strategy",,eng,texts,11012,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-11030,"D:\Exam paper\Exam paper 5\id\eprint\11030\1\DDM 5117.pdf","Trimester 2 2022/2023","2023-07-13","DDM 5117 - Digital Media And Culture",,eng,texts,11030,QA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10884,"D:\Exam paper\Exam paper 5\id\eprint\10884\1\EMT1026.pdf","Trimester 2 2022/2023","2023-07-13","EMT 1026 - Engineering Mathematics 2",,eng,texts,10884,QA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-11031,"D:\Exam paper\Exam paper 5\id\eprint\11031\1\ERM 1136.pdf","Trimester 2 2022/2023","2023-07-13","ERM 1136 - Differential Equations",,eng,texts,11031,QA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10887,"D:\Exam paper\Exam paper 5\id\eprint\10887\1\BAC1034.pdf","Trimester 2 2022/2023","2023-07-13","BAC 1034 - Principles Of Financial Accounting",,eng,texts,10887,HF,HF5601,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10886,"D:\Exam paper\Exam paper 5\id\eprint\10886\1\BAC2654.pdf","Trimester 2 2022/2023","2023-07-13","BAC 2654 - Public Sector Accounting",,eng,texts,10886,HF,HF5601,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10888,"D:\Exam paper\Exam paper 5\id\eprint\10888\1\BAC3664.pdf","Trimester 2 2022/2023","2023-07-13","BAC 3664 - Accounting Theory",,eng,texts,10888,HF,HF5601,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-11034,"D:\Exam paper\Exam paper 5\id\eprint\11034\1\BCE 2034.pdf","Trimester 2 2022/2023","2023-07-13","BCE 2034 - Project Cycle And Evaluation",,eng,texts,11034,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10890,"D:\Exam paper\Exam paper 5\id\eprint\10890\1\BDS2074.pdf","Trimester 2 2022/2023","2023-07-13","BDS 2074 - Management Science",,eng,texts,10890,HD,HD28,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10885,"D:\Exam paper\Exam paper 5\id\eprint\10885\1\BFN1114.pdf","Trimester 2 2022/2023","2023-07-13","BFN 1114 - Introduction To Fintech",,eng,texts,10885,QH,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10889,"D:\Exam paper\Exam paper 5\id\eprint\10889\1\BMS1024.pdf","Trimester 2 2022/2023","2023-07-13","BMS 1024 - Managerial Statistics",,eng,texts,10889,HA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-11033,"D:\Exam paper\Exam paper 5\id\eprint\11033\1\BSP 2014.pdf","Trimester 2 2022/2023","2023-07-13","BSP 2014 - Introduction To Applied Probability And Stochastic Processes",,eng,texts,11033,QA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-11029,"D:\Exam paper\Exam paper 5\id\eprint\11029\1\PEM 0044.pdf","Trimester 2 2022/2023","2023-07-13","PEM 0044 -  Essential Mathematics",,eng,texts,11029,QA,,,,,,,"Foundation Studies and Extension Education, FOSEE",,FOSEE,,,opensource
mmu-eprint-11032,"D:\Exam paper\Exam paper 5\id\eprint\11032\1\PTG 0116.pdf","Trimester 2 2022/2023","2023-07-13","PTG 0116 - Trigonometry And Coordinate Geometry",,eng,texts,11032,QA,,,,,,,"Foundation Studies and Extension Education, FOSEE",,FOSEE,,,opensource
mmu-eprint-10871,"D:\Exam paper\Exam paper 5\id\eprint\10871\1\TSN3151.pdf","Trimester 2 2022/2023","2023-07-12","TSN 3151 - Parallel Processing",,eng,texts,10871,QA,QA76,,,,,,"Faculty of Computing and Informatics, FCI",,FCI,,,opensource
mmu-eprint-10876,"D:\Exam paper\Exam paper 5\id\eprint\10876\1\DFF5214.pdf","Trimester 2 2022/2023","2023-07-12","DFF 5214 - Fundamentals Of Financial Statement Analysis",,eng,texts,10876,HG,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10971,"D:\Exam paper\Exam paper 5\id\eprint\10971\1\DFN5114.pdf","Trimester 2 2022/2023","2023-07-12","DFN 5114 - Fundamentals of Finance 1",,eng,texts,10971,HG,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10878,"D:\Exam paper\Exam paper 5\id\eprint\10878\1\DMA5101.pdf","Trimester 2 2022/2023","2023-07-12","DMA 5101 - Mathematical Techniques 1",,eng,texts,10878,QA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10892,"D:\Exam paper\Exam paper 5\id\eprint\10892\1\DMG5114.pdf","Trimester 2 2022/2023","2023-07-12","DMG 5114 - Principles Of Management",,eng,texts,10892,HD,HD28,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10872,"D:\Exam paper\Exam paper 5\id\eprint\10872\1\DOM5214.pdf","Trimester 2 2022/2023","2023-07-12","DOM 5214 - Operations Management",,eng,texts,10872,HD,HD28,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10873,"D:\Exam paper\Exam paper 5\id\eprint\10873\1\DSN5101.pdf","Trimester 2 2022/2023","2023-07-12","DSN 5101 - Computer Architecture And Organization",,eng,texts,10873,QA,QA76,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10877,"D:\Exam paper\Exam paper 5\id\eprint\10877\1\ECE3226.pdf","Trimester 2 2022/2023","2023-07-12","ECE 3226 - Advanced Computer Architecture And Parallel Computing",,eng,texts,10877,QA,QA76,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10883,"D:\Exam paper\Exam paper 5\id\eprint\10883\1\EEE2146.pdf","Trimester 2 2022/2023","2023-07-12","EEE 2146 - Microelectronic Circuit Analysis And Design",,eng,texts,10883,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10882,"D:\Exam paper\Exam paper 5\id\eprint\10882\1\EEE3196.pdf","Trimester 2 2022/2023","2023-07-12","EEE 3196 - Integrated VLSI Systems",,eng,texts,10882,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10891,"D:\Exam paper\Exam paper 5\id\eprint\10891\1\EEE7286.pdf","Trimester 2 2022/2023","2023-07-12","EEE 7286 - Energy Management In Industry",,eng,texts,10891,TJ,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10919,"D:\Exam paper\Exam paper 5\id\eprint\10919\1\EEE 7286.pdf","TRIMESTER 2, 2022/2023","2023-07-12","EEE 7286 - Energy Management in Industry",,eng,texts,10919,TJ,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10874,"D:\Exam paper\Exam paper 5\id\eprint\10874\1\EMT1016.pdf","Trimester 2 2022/2023","2023-07-12","EMT 1016 - Engineering Mathematics 1",,eng,texts,10874,QA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10973,"D:\Exam paper\Exam paper 5\id\eprint\10973\1\ETN3096.pdf","Trimester 2 2022/2023","2023-07-12","ETN 3096 - Digital Signal Processing",,eng,texts,10973,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10880,"D:\Exam paper\Exam paper 5\id\eprint\10880\1\BAC2614.pdf","Trimester 2 2022/2023","2023-07-12","BAC 2614 - Accounting Information Systems 1",,eng,texts,10880,HF,HF5601,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10875,"D:\Exam paper\Exam paper 5\id\eprint\10875\1\BAC4644.pdf","Trimester 2 2022/2023","2023-07-12","BAC 4644 - Advanced Taxation",,eng,texts,10875,HJ,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10869,"D:\Exam paper\Exam paper 5\id\eprint\10869\1\BBL2014.pdf","Trimester 2 2022/2023","2023-07-12","BBL 2014 - Business Law",,eng,texts,10869,K1,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10881,"D:\Exam paper\Exam paper 5\id\eprint\10881\1\BCO2064.pdf","Trimester 2 2022/2023","2023-07-12","BCO 2064 - ERP Configuration",,eng,texts,10881,T1,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10870,"D:\Exam paper\Exam paper 5\id\eprint\10870\1\BFN2074.pdf","Trimester 2 2022/2023","2023-07-12","BFN 2074 - Public Finance",,eng,texts,10870,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10879,"D:\Exam paper\Exam paper 5\id\eprint\10879\1\BMD3024.pdf","Trimester 2 2022/2023","2023-07-12","BMD 3024 - Multivariate Data Analysis",,eng,texts,10879,QA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10972,"D:\Exam paper\Exam paper 5\id\eprint\10972\1\PPS0016.pdf","Trimester 2 2022/2023","2023-07-12","PPS 0016 - Introduction to Probability and Statistics",,eng,texts,10972,HA,,,,,,,"Foundation Studies and Extension Education, FOSEE",,FOSEE,,,opensource
mmu-eprint-10982,"D:\Exam paper\Exam paper 5\id\eprint\10982\1\TMA1201.pdf","Trimester 2 2022/2023","2023-07-11","TMA 1201 - Discrete Structures and Probability",,eng,texts,10982,TA,,,,,,,"Faculty of Computing and Informatics, FCI",,FCI,,,opensource
mmu-eprint-10978,"D:\Exam paper\Exam paper 5\id\eprint\10978\1\ECE3206.pdf","Trimester 2 2022/2023","2023-07-11","ECE 3206 - Object Oriented Programing With C++",,eng,texts,10978,QA76,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10976,"D:\Exam paper\Exam paper 5\id\eprint\10976\1\EEL2066.pdf","Trimester 2 2022/2023","2023-07-11","EEL 2066 - Electrical Engineering Materials",,eng,texts,10976,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10975,"D:\Exam paper\Exam paper 5\id\eprint\10975\1\ERC2036.pdf","Trimester 2 2022/2023","2023-07-11","ERC 2036 - Advanced Programming",,eng,texts,10975,QA76,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10974,"D:\Exam paper\Exam paper 5\id\eprint\10974\1\FETM4166.pdf","Trimester 2 2022/2023","2023-07-11","FETM 4166 - Radio Network Planning Towards 5G",,eng,texts,10974,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10980,"D:\Exam paper\Exam paper 5\id\eprint\10980\1\BAC3624.pdf","Trimester 2 2022/2023","2023-07-11","BAC 3624 - Advanced Auditing",,eng,texts,10980,HF5601,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10977,"D:\Exam paper\Exam paper 5\id\eprint\10977\1\BFN3084.pdf","Trimester 2 2022/2023","2023-07-11","BFN 3084 - International Finance",,eng,texts,10977,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10995,"D:\Exam paper\Exam paper 5\id\eprint\10995\1\BFN3144.pdf","Trimester 2 2022/2023","2023-07-11","BFN 3144 - Financial Derivatives",,eng,texts,10995,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10983,"D:\Exam paper\Exam paper 5\id\eprint\10983\1\BMK1024.pdf","Trimester 2 2022/2023","2023-07-11","BMK 1024 - Fundamentals of Marketing",,eng,texts,10983,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10979,"D:\Exam paper\Exam paper 5\id\eprint\10979\1\BMK3034.pdf","Trimester 2 2022/2023","2023-07-11","BMK 3034 - Event Marketing",,eng,texts,10979,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10981,"D:\Exam paper\Exam paper 5\id\eprint\10981\1\PMT0101.pdf","Trimester 2 2022/2023","2023-07-11","PMT 0101 - Mathematics 1",,eng,texts,10981,QA,,,,,,,"Foundation Studies and Extension Education, FOSEE",,FOSEE,,,opensource
mmu-eprint-10950,"D:\Exam paper\Exam paper 5\id\eprint\10950\1\TMA 1501.pdf","Trimester 2 2022/2023","2023-07-10","TMA 1501 - Calculus And Statistics Fundamentals",,eng,texts,10950,QA,,,,,,,"Faculty of Computing and Informatics, FCI",,FCI,,,opensource
mmu-eprint-10942,"D:\Exam paper\Exam paper 5\id\eprint\10942\1\TSE 3351.pdf","Trimester 2 2022/2023","2023-07-10","TSE 3351 - Software Evolution And Maintenance",,eng,texts,10942,QA,,,,,,,"Faculty of Computing and Informatics, FCI",,FCI,,,opensource
mmu-eprint-10946,"D:\Exam paper\Exam paper 5\id\eprint\10946\1\DCP 5301.pdf","Trimester 2 2022/2023","2023-07-10","DCP 5301 - Data Structure And Algorithms",,eng,texts,10946,QA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10947,"D:\Exam paper\Exam paper 5\id\eprint\10947\1\DEC 5124.pdf","Trimester 2 2022/2023","2023-07-10","DEC 5124 - Macroeconomics",,eng,texts,10947,HB,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10951,"D:\Exam paper\Exam paper 5\id\eprint\10951\1\DFC 5117.pdf","Trimester 2 2022/2023","2023-07-10","DFC 5117 - Fundamentals Of Communication Theories",,eng,texts,10951,P1,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10938,"D:\Exam paper\Exam paper 5\id\eprint\10938\1\DMA 5201.pdf","Trimester 2 2022/2023","2023-07-10","DMA 5201 - Mathematical Techniques 2",,eng,texts,10938,QA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10945,"D:\Exam paper\Exam paper 5\id\eprint\10945\1\DMA 5214.pdf","Trimester 2 2022/2023","2023-07-10","DMA 5214 - Principles Of Managerial Accounting",,eng,texts,10945,HF,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10952,"D:\Exam paper\Exam paper 5\id\eprint\10952\1\DPF 5224.pdf","Trimester 2 2022/2023","2023-07-10","DPF 5224 - Practical Financial Analysis",,eng,texts,10952,HG,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10994,"D:\Exam paper\Exam paper 5\id\eprint\10994\1\ECE3066.pdf","Trimester 2 2022/2023","2023-07-10","ECE 3066 - Artificial Intelligence System and Applications",,eng,texts,10994,Q1,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10948,"D:\Exam paper\Exam paper 5\id\eprint\10948\1\ECE 3186.pdf","Trimester 2 2022/2023","2023-07-10","ECE 3086 - Embedded IOT Systems And Applications",,eng,texts,10948,QA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10941,"D:\Exam paper\Exam paper 5\id\eprint\10941\1\EEE 1026.pdf","Trimester 2 2022/2023","2023-07-10","EEE 1026 - Electronics II",,eng,texts,10941,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10914,"D:\Exam paper\Exam paper 5\id\eprint\10914\1\EEE 7226.pdf","TRIMESTER 2, 2022/2023","2023-07-10","EEE 7226 - Quality System Management",,eng,texts,10914,TS,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10984,"D:\Exam paper\Exam paper 5\id\eprint\10984\1\EEL3086.pdf","Trimester 2 2022/2023","2023-07-10","EEL 3086 - Switchgear and Protection",,eng,texts,10984,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10991,"D:\Exam paper\Exam paper 5\id\eprint\10991\1\ENT3076.pdf","Trimester 2 2022/2023","2023-07-10","ENT 3076 - Nano-Science",,eng,texts,10991,QC,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10990,"D:\Exam paper\Exam paper 5\id\eprint\10990\1\ERE1136.pdf","Trimester 2 2022/2023","2023-07-10","ERE 1136 - Digital Design",,eng,texts,10990,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10987,"D:\Exam paper\Exam paper 5\id\eprint\10987\1\ETN2016.pdf","Trimester 2 2022/2023","2023-07-10","ETN 2016 - Analog Communications",,eng,texts,10987,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-10988,"D:\Exam paper\Exam paper 5\id\eprint\10988\1\BAC1044.pdf","Trimester 2 2022/2023","2023-07-10","BAC 1044 - Principles of Accounting",,eng,texts,10988,HF5601,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-10955,"D:\Exam paper\Exam paper 5\id\eprint\10955\1\BAC 2664.pdf","Trimester 2 2022/2023","2023-07-10","BAC 2664 - Auditing",,eng,texts,10955,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
